code,title,units,prerequisites,corequisites,grading,ge_area,availability,details,url
ACCT 672,Business Communications and Professional Development II(opens in a new tab),1.5,"M.S. Accounting major. Possible Instructional Methods: On-ground, or Hybrid, or Online-Asynchronous",,A-F,,,ACCT 672 - Business Communications and Professional Development II (opens in a new tab) Units: 1.5,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186874
ACCT 681,Financial Statement Analysis and Business Valuation(opens in a new tab),3,"ACCT 613 with grade C or better. Possible Instructional Methods: On-ground, or Hybrid, or Online-Asynchronous",,A-F,,,ACCT 681 - Financial Statement Analysis and Business Valuation (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186875
ACCT 690,Independent Study(opens in a new tab),1-4,Department consent and minimum 3.0 GPA,,A-F,,,ACCT 690 - Independent Study (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188956
ACCT 693,Project(opens in a new tab),3,"ACCT 613 with grade C or better. Possible Instructional Methods: On-ground, or Hybrid, or Online-Asynchronous",,A-F,,,ACCT 693 - Project (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186876
ACCT 697,Issues in Accounting(opens in a new tab),3,,,A-F,,,ACCT 697 - Issues in Accounting (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188957
ACCT 698,Internship(opens in a new tab),1-3,Department consent and minimum 3.0 GPA. Credit Restrictions: No,,CR/NC,,,ACCT 698 - Internship (opens in a new tab) Units: 1-3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188958
ANTH 100,Introduction to Anthropology(opens in a new tab),3,,,A-F or CR/NC (student choice). Course,,"Fall & Spring Student Learning Outcomes - Upon successful completion of this course students will be able to: Identify, summarize and sequence the basic schools of anthropological thought in all four academic sub-fields of the discipline at an introductory level; Apply basic qualitative and quantitative anthropology research methods and skills at an introductory level; Examine human diversity holistically and scientifically, discriminating among and analyzing conceptions and misconceptions of ethnicity, “race,” and human biological variation at an introductory level; Identify pragmatic uses of anthropological methods and perspectives in approaching real-world solutions, and identify instances of and opportunities for applications of anthropological tools and ideas in employment and community development, both locally and globally at an introductory level; Perceive social groups and human diversity sensitively, realistically, effectively, and respectfully, evaluating social groups and situations while recognizing recognize ones own biases and stereotypes (ethnocentrism); Develop a sense of global citizenship through appreciation of diverse experiences as sources of enrichment in your own life, your community, and your society(s); Define a singular humanity by understanding human evolution and the essential similarity of all humans; Understand the archaeological evidence for why we know we are not currently immune to overdevelopment, ecological disaster, and other large-scale failures; Consider the perspectives of various societies and people toward globalization and development. GE-4. Lower-division Social and Behavioral Sciences Electives Learning Outcomes Explain how social, political, and economic institutions and/or principles intersect with each other. Describe how people produce, resist, and/or transform social, political, and economic institutions/principles. Investigate contemporary and/or historical events/issues from a social science perspective. Back to Top | Print-Friendly Page (opens a new window) Facebook this Page (opens a new window) Tweet this Page (opens a new window) Add to Folder (opens a new window) All catalogs © 2026 CSU East Bay. Powered by Modern Campus Catalog™ .",ANTH 100 - Introduction to Anthropology (opens in a new tab) Units: 3 ; Breadth Area: GE-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186477
ANTH 110,Introduction to Biological Anthropology(opens in a new tab),3,,,A-F or CR/NC (student choice). Course,,"Fall & Spring Student Learning Outcomes - Upon successful completion of this course students will be able to: Describe and summarize the history, nature, and methodology of scientific inquiry and evolutionary theory. Outline the pathways of genetic inheritance including the biochemical basis of the gene, the allele, and mutation based on the DNA molecule. Describe the behavior and social organization of the nonhuman primates, and how knowledge of behavior relates to a better understanding of human behavior Explain how environmental changes have played a role in the evolution of life especially humans. Discuss the evolution of humans based on the extent and distribution of the fossil record. Discuss the fallacy of race in relation to our understanding of human biological variation. Identify those occupational areas in the modern world where biological anthropologists have played important roles in solving problems. GE-5B. Biological Sciences Learning Outcomes Demonstrate knowledge of scientific theories, concepts, and data about the life sciences.​ Demonstrate an understanding of scientific practices, including the scientific method. Describe the potential limits of scientific endeavors, including the accepted standards and ethics associated with scientific inquiry. Back to Top | Print-Friendly Page (opens a new window) Facebook this Page (opens a new window) Tweet this Page (opens a new window) Add to Folder (opens a new window) All catalogs © 2026 CSU East Bay. Powered by Modern Campus Catalog™ .",ANTH 110 - Introduction to Biological Anthropology (opens in a new tab) Units: 3 ; Breadth Area: GE-5B,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186478
ANTH 120,Introduction to Archaeology(opens in a new tab),3,,,A-F or CR/NC (student choice). Course,,"Fall ONLY Student Learning Outcomes - Upon successful completion of this course students will be able to: To identify, summarize, and sequence the basic schools of anthropological thought in all four academic subfields of the discipline; To apply basic qualitative and quantitative archaeological research methods and skills; To identify pragmatic uses of anthropological methods and perspectives in approaching real-world solutions, and identify instances of and opportunities for applications of anthropological tools and ideas in employment and community development, both locally and globally. GE-5A. Physical Science Learning Outcomes Demonstrate knowledge of scientific theories, concepts, and data about the physical sciences; demonstrate an understanding of scientific practices, including the scientific method; and describe the potential limits of scientific endeavors, including the accepted standards and ethics associated with scientific inquiry. Back to Top | Print-Friendly Page (opens a new window) Facebook this Page (opens a new window) Tweet this Page (opens a new window) Add to Folder (opens a new window) All catalogs © 2026 CSU East Bay. Powered by Modern Campus Catalog™ .",ANTH 120 - Introduction to Archaeology (opens in a new tab) Units: 3 ; Breadth Area: GE-5A,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186479
ANTH 130,Introduction to Cultural Anthropology(opens in a new tab),3,,,A-F or CR/NC (student choice). Course,,"Fall & Spring Student Learning Outcomes - Upon successful completion of this course students will be able to: Define and explain essential terms in sociocultural anthropology; explain how culture shapes and is shaped by environments, histories, biologies, pre-existing ideas, and power relations; use anthropological frameworks and theories to analyze various cultural phenomena (e.g., religion and ritual, gender dynamics and roles, power distribution); discuss the ways in which people create culture and the extent they are limited by particular cultural frameworks. GE-4. Lower-division Social and Behavioral Sciences Electives Learning Outcomes Explain how social, political, and economic institutions and/or principles intersect with each other. Describe how people produce, resist, and/or transform social, political, and economic institutions/principles. Investigate contemporary and/or historical events/issues from a social science perspective. Back to Top | Print-Friendly Page (opens a new window) Facebook this Page (opens a new window) Tweet this Page (opens a new window) Add to Folder (opens a new window) All catalogs © 2026 CSU East Bay. Powered by Modern Campus Catalog™ .",ANTH 130 - Introduction to Cultural Anthropology (opens in a new tab) Units: 3 ; Breadth Area: GE-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186466
